날짜,외기온도,외기습도
21. 6. 25 오전 2:00,19.80,100.00
21. 6. 25 오전 2:15,19.70,100.00
21. 6. 25 오전 2:30,19.80,100.00
21. 6. 25 오전 2:45,,100.00
21. 6. 25 오전 3:00,19.70,100.00
21. 6. 25 오전 3:15,19.30,100.00
21. 6. 25 오전 3:30,19.30,100.00
21. 6. 25 오전 3:45,19.30,100.00
21. 6. 25 오전 4:00,19.30,100.00
21. 6. 25 오전 4:15,19.30,100.00
21. 6. 25 오전 4:30,19.20,100.00
21. 6. 25 오전 4:45,19.20,100.00
21. 6. 25 오전 5:00,19.30,100.00
21. 6. 25 오전 5:15,19.30,100.00
21. 6. 25 오전 5:30,19.40,100.00
21. 6. 25 오전 5:45,19.40,100.00
21. 6. 25 오전 6:00,19.60,100.00
21. 6. 25 오전 6:15,19.60,100.00
21. 6. 25 오전 6:30,19.70,100.00
21. 6. 25 오전 6:45,19.70,100.00
21. 6. 25 오전 7:00,20.10,100.00
21. 6. 25 오전 7:15,20.70,100.00
21. 6. 25 오전 7:30,21.00,100.00
21. 6. 25 오전 7:45,21.00,100.00
21. 6. 25 오전 8:00,20.90,100.00
21. 6. 25 오전 8:15,21.20,100.00
21. 6. 25 오전 8:30,21.90,100.00
21. 6. 25 오전 8:45,21.90,100.00
21. 6. 25 오전 9:00,22.60,100.00
21. 6. 25 오전 9:15,22.80,100.00
21. 6. 25 오전 9:30,23.10,100.00
21. 6. 25 오전 9:45,23.10,100.00
21. 6. 25 오전 10:00,23.60,96.30
21. 6. 25 오전 10:15,24.40,80.90
21. 6. 25 오전 10:30,22.90,95.70
21. 6. 25 오전 10:45,22.70,100.00
21. 6. 25 오전 11:00,22.60,100.00
21. 6. 25 오전 11:15,23.00,98.70
21. 6. 25 오전 11:30,23.40,92.00
21. 6. 25 오전 11:45,23.40,82.50
21. 6. 25 오후 12:00,23.40,79.80
21. 6. 25 오후 12:15,23.50,73.20
21. 6. 25 오후 12:30,24.00,71.40
21. 6. 25 오후 12:45,24.10,73.00
21. 6. 25 오후 1:00,24.70,68.30
21. 6. 25 오후 1:15,25.00,64.30
21. 6. 25 오후 1:30,25.20,65.00
21. 6. 25 오후 1:45,24.90,64.00
21. 6. 25 오후 2:00,25.00,64.40
21. 6. 25 오후 2:15,24.70,63.10
21. 6. 25 오후 2:30,24.40,65.10
21. 6. 25 오후 2:45,24.80,63.70
21. 6. 25 오후 3:00,24.40,64.90
21. 6. 25 오후 3:15,24.30,66.70
21. 6. 25 오후 3:30,23.90,69.90
21. 6. 25 오후 3:45,23.90,69.60
21. 6. 25 오후 4:00,24.00,68.90
21. 6. 25 오후 4:15,24.10,68.60
21. 6. 25 오후 4:30,23.90,68.90
21. 6. 25 오후 4:45,24.00,72.20
21. 6. 25 오후 5:00,23.80,74.30
21. 6. 25 오후 5:15,23.70,74.90
21. 6. 25 오후 5:30,23.60,72.00
21. 6. 25 오후 5:45,23.50,78.70
21. 6. 25 오후 6:00,,85.40
21. 6. 25 오후 6:15,22.60,85.40
21. 6. 25 오후 6:30,22.70,89.90
21. 6. 25 오후 6:45,22.50,94.80
21. 6. 25 오후 7:00,22.50,94.80
21. 6. 25 오후 7:15,22.50,100.00
21. 6. 25 오후 7:30,22.40,100.00
21. 6. 25 오후 7:45,21.80,100.00
21. 6. 25 오후 8:00,21.80,100.00
21. 6. 25 오후 8:15,21.60,100.00
21. 6. 25 오후 8:30,,100.00
21. 6. 25 오후 8:45,21.80,100.00
21. 6. 25 오후 9:00,21.80,100.00
21. 6. 25 오후 9:15,22.00,100.00
21. 6. 25 오후 9:30,21.80,100.00
21. 6. 25 오후 9:45,21.70,100.00
21. 6. 25 오후 10:00,21.70,100.00
21. 6. 25 오후 10:15,21.40,100.00
21. 6. 25 오후 10:30,21.60,100.00
21. 6. 25 오후 10:45,21.60,100.00
21. 6. 25 오후 11:00,21.60,100.00
21. 6. 25 오후 11:15,21.70,100.00
21. 6. 25 오후 11:30,21.70,100.00
21. 6. 25 오후 11:45,21.70,100.00
21. 6. 26 오전 12:00,21.70,100.00
21. 6. 26 오전 12:15,21.60,100.00
21. 6. 26 오전 12:30,21.60,100.00
21. 6. 26 오전 12:45,21.40,100.00
21. 6. 26 오전 1:00,21.40,100.00
21. 6. 26 오전 1:15,21.30,100.00
21. 6. 26 오전 1:30,21.30,100.00
21. 6. 26 오전 1:45,21.30,100.00
21. 6. 26 오전 2:00,21.30,100.00
21. 6. 26 오전 2:15,21.20,100.00
21. 6. 26 오전 2:30,21.20,100.00
21. 6. 26 오전 2:45,20.90,100.00
21. 6. 26 오전 3:00,20.70,100.00
21. 6. 26 오전 3:15,20.70,100.00
21. 6. 26 오전 3:30,20.70,100.00
21. 6. 26 오전 3:45,20.60,100.00
21. 6. 26 오전 4:00,20.60,100.00
21. 6. 26 오전 4:15,20.70,100.00
21. 6. 26 오전 4:30,20.70,100.00
21. 6. 26 오전 4:45,20.70,100.00
21. 6. 26 오전 5:00,20.70,100.00
21. 6. 26 오전 5:15,20.50,100.00
21. 6. 26 오전 5:30,20.60,100.00
21. 6. 26 오전 5:45,20.70,100.00
21. 6. 26 오전 6:00,20.80,100.00
21. 6. 26 오전 6:15,20.90,100.00
21. 6. 26 오전 6:30,20.90,100.00
21. 6. 26 오전 6:45,20.90,100.00
21. 6. 26 오전 7:00,20.90,100.00
21. 6. 26 오전 7:15,20.80,100.00
21. 6. 26 오전 7:30,20.80,100.00
21. 6. 26 오전 7:45,20.90,100.00
21. 6. 26 오전 8:00,20.90,100.00
21. 6. 26 오전 8:15,20.80,100.00
21. 6. 26 오전 8:30,20.70,100.00
21. 6. 26 오전 8:45,20.90,100.00
21. 6. 26 오전 9:00,20.90,100.00
21. 6. 26 오전 9:15,,100.00
21. 6. 26 오전 9:30,21.00,100.00
21. 6. 26 오전 9:45,21.20,100.00
21. 6. 26 오전 10:00,21.20,100.00
21. 6. 26 오전 10:15,21.20,100.00
21. 6. 26 오전 10:30,21.40,100.00
21. 6. 26 오전 10:45,21.50,100.00
21. 6. 26 오전 11:00,21.40,100.00
21. 6. 26 오전 11:15,21.40,100.00
21. 6. 26 오전 11:30,21.50,100.00
21. 6. 26 오전 11:45,,100.00
21. 6. 26 오후 12:00,21.70,100.00
21. 6. 26 오후 12:15,21.90,100.00
21. 6. 26 오후 12:30,22.20,100.00
21. 6. 26 오후 12:45,23.10,100.00
21. 6. 26 오후 1:00,23.40,100.00
21. 6. 26 오후 1:15,23.40,100.00
21. 6. 26 오후 1:30,23.90,82.30
21. 6. 26 오후 1:45,24.10,78.20
21. 6. 26 오후 2:00,24.10,71.10
21. 6. 26 오후 2:15,24.10,71.10
21. 6. 26 오후 2:30,23.40,88.20
21. 6. 26 오후 2:45,23.20,92.70
21. 6. 26 오후 3:00,23.30,87.60
21. 6. 26 오후 3:15,23.20,86.50
21. 6. 26 오후 3:30,23.20,92.10
21. 6. 26 오후 3:45,23.30,86.60
21. 6. 26 오후 4:00,23.40,85.30
21. 6. 26 오후 4:15,23.40,85.30
21. 6. 26 오후 4:30,23.60,81.70
21. 6. 26 오후 4:45,23.70,78.00
21. 6. 26 오후 5:00,23.60,78.40
21. 6. 26 오후 5:15,23.30,87.60
21. 6. 26 오후 5:30,23.40,82.90
21. 6. 26 오후 5:45,23.70,86.60
21. 6. 26 오후 6:00,23.10,99.90
21. 6. 26 오후 6:15,23.10,99.90
21. 6. 26 오후 6:30,22.90,100.00
21. 6. 26 오후 6:45,22.90,100.00
21. 6. 26 오후 7:00,23.20,100.00
21. 6. 26 오후 7:15,22.70,100.00
21. 6. 26 오후 7:30,22.50,100.00
21. 6. 26 오후 7:45,22.60,100.00
21. 6. 26 오후 8:00,23.00,100.00
21. 6. 26 오후 8:15,23.50,100.00
21. 6. 26 오후 8:30,23.60,100.00
21. 6. 26 오후 8:45,23.70,99.70
21. 6. 26 오후 9:00,23.50,84.00
21. 6. 26 오후 9:15,23.50,86.10
21. 6. 26 오후 9:30,23.40,88.20
21. 6. 26 오후 9:45,23.30,92.60
21. 6. 26 오후 10:00,23.00,90.90
21. 6. 26 오후 10:15,22.90,91.60
21. 6. 26 오후 10:30,22.90,91.00
21. 6. 26 오후 10:45,22.90,88.60
21. 6. 26 오후 11:00,22.70,83.40
21. 6. 26 오후 11:15,22.50,81.80
21. 6. 26 오후 11:30,22.40,82.60
21. 6. 26 오후 11:45,22.40,83.10
21. 6. 27 오전 12:00,,85.90
21. 6. 27 오전 12:15,22.00,85.90
21. 6. 27 오전 12:30,,82.90
21. 6. 27 오전 12:45,22.10,82.90
21. 6. 27 오전 1:00,22.00,84.50
21. 6. 27 오전 1:15,21.90,85.50
21. 6. 27 오전 1:30,21.90,85.50
21. 6. 27 오전 1:45,21.70,90.60
21. 6. 27 오전 2:00,21.60,92.30
21. 6. 27 오전 2:15,21.50,96.40
21. 6. 27 오전 2:30,21.50,96.40
21. 6. 27 오전 2:45,21.40,100.00
21. 6. 27 오전 3:00,21.40,100.00
21. 6. 27 오전 3:15,21.30,100.00
21. 6. 27 오전 3:30,21.30,100.00
21. 6. 27 오전 3:45,21.00,100.00
21. 6. 27 오전 4:00,20.90,100.00
21. 6. 27 오전 4:15,20.80,100.00
21. 6. 27 오전 4:30,20.80,100.00
21. 6. 27 오전 4:45,20.70,100.00
21. 6. 27 오전 5:00,20.70,100.00
21. 6. 27 오전 5:15,20.60,100.00
21. 6. 27 오전 5:30,20.60,100.00
21. 6. 27 오전 5:45,20.60,100.00
21. 6. 27 오전 6:00,20.60,100.00
21. 6. 27 오전 6:15,21.40,100.00
21. 6. 27 오전 6:30,21.40,100.00
21. 6. 27 오전 6:45,22.10,100.00
21. 6. 27 오전 7:00,22.60,100.00
21. 6. 27 오전 7:15,22.40,100.00
21. 6. 27 오전 7:30,23.10,100.00
21. 6. 27 오전 7:45,23.50,100.00
21. 6. 27 오전 8:00,23.70,100.00
21. 6. 27 오전 8:15,23.90,96.90
21. 6. 27 오전 8:30,24.40,74.80
21. 6. 27 오전 8:45,24.50,73.90
21. 6. 27 오전 9:00,25.20,73.60
21. 6. 27 오전 9:15,24.30,78.10
21. 6. 27 오전 9:30,24.30,78.10
21. 6. 27 오전 9:45,23.90,78.90
21. 6. 27 오전 10:00,23.90,78.90
21. 6. 27 오전 10:15,23.80,77.90
21. 6. 27 오전 10:30,23.80,77.30
21. 6. 27 오전 10:45,24.00,75.80
21. 6. 27 오전 11:00,24.60,71.10
21. 6. 27 오전 11:15,24.80,70.00
21. 6. 27 오전 11:30,24.80,68.00
21. 6. 27 오전 11:45,25.00,70.10
21. 6. 27 오후 12:00,25.00,69.00
21. 6. 27 오후 12:15,25.60,67.70
21. 6. 27 오후 12:30,26.00,63.70
21. 6. 27 오후 12:45,25.80,67.60
21. 6. 27 오후 1:00,26.20,63.90
21. 6. 27 오후 1:15,,61.10
21. 6. 27 오후 1:30,26.80,61.10
21. 6. 27 오후 1:45,27.20,59.40
21. 6. 27 오후 2:00,27.40,56.40
21. 6. 27 오후 2:15,27.20,58.50
21. 6. 27 오후 2:30,26.90,60.60
21. 6. 27 오후 2:45,,60.00
21. 6. 27 오후 3:00,26.90,60.00
21. 6. 27 오후 3:15,26.00,68.10
21. 6. 27 오후 3:30,26.20,65.60
21. 6. 27 오후 3:45,,74.80
21. 6. 27 오후 4:00,25.70,74.80
21. 6. 27 오후 4:15,25.70,74.80
21. 6. 27 오후 4:30,24.20,78.30
21. 6. 27 오후 4:45,24.20,78.30
21. 6. 27 오후 5:00,24.60,76.30
21. 6. 27 오후 5:15,24.70,73.30
21. 6. 27 오후 5:30,24.50,73.90
21. 6. 27 오후 5:45,24.50,73.90
21. 6. 27 오후 6:00,24.00,74.70
21. 6. 27 오후 6:15,23.80,77.00
21. 6. 27 오후 6:30,23.10,85.60
21. 6. 27 오후 6:45,23.10,85.60
21. 6. 27 오후 7:00,23.70,77.80
21. 6. 27 오후 7:15,24.00,75.00
21. 6. 27 오후 7:30,22.70,100.00
21. 6. 27 오후 7:45,22.70,100.00
21. 6. 27 오후 8:00,23.90,91.00
21. 6. 27 오후 8:15,23.80,86.30
21. 6. 27 오후 8:30,23.80,86.30
21. 6. 27 오후 8:45,23.50,97.30
21. 6. 27 오후 9:00,23.00,100.00
21. 6. 27 오후 9:15,22.60,100.00
21. 6. 27 오후 9:30,22.10,100.00
21. 6. 27 오후 9:45,22.10,100.00
21. 6. 27 오후 10:00,22.30,100.00
21. 6. 27 오후 10:15,22.10,100.00
21. 6. 27 오후 10:30,22.40,100.00
21. 6. 27 오후 10:45,22.40,100.00
21. 6. 27 오후 11:00,22.60,100.00
21. 6. 27 오후 11:15,22.90,100.00
21. 6. 27 오후 11:30,23.10,100.00
21. 6. 27 오후 11:45,23.10,100.00
21. 6. 28 오전 12:00,,100.00
21. 6. 28 오전 12:15,22.80,100.00
21. 6. 28 오전 12:30,21.90,100.00
21. 6. 28 오전 12:45,21.80,100.00
21. 6. 28 오전 1:00,21.80,100.00
21. 6. 28 오전 1:15,21.90,100.00
21. 6. 28 오전 1:30,22.10,100.00
21. 6. 28 오전 1:45,21.90,100.00
21. 6. 28 오전 2:00,21.70,100.00
21. 6. 28 오전 2:15,21.50,100.00
21. 6. 28 오전 2:30,21.20,100.00
21. 6. 28 오전 2:45,21.20,100.00
21. 6. 28 오전 3:00,21.30,100.00
21. 6. 28 오전 3:15,21.50,100.00
21. 6. 28 오전 3:30,21.50,100.00
21. 6. 28 오전 3:45,21.70,100.00
21. 6. 28 오전 4:00,21.40,100.00
21. 6. 28 오전 4:15,21.20,100.00
21. 6. 28 오전 4:30,21.20,100.00
21. 6. 28 오전 4:45,21.30,100.00
21. 6. 28 오전 5:00,21.40,100.00
21. 6. 28 오전 5:15,21.40,100.00
21. 6. 28 오전 5:30,21.70,100.00
21. 6. 28 오전 5:45,21.70,100.00
21. 6. 28 오전 6:00,,100.00
21. 6. 28 오전 6:15,21.90,100.00
21. 6. 28 오전 6:30,21.70,100.00
21. 6. 28 오전 6:45,21.70,100.00
21. 6. 28 오전 7:00,,100.00
21. 6. 28 오전 7:15,21.90,100.00
21. 6. 28 오전 7:30,21.90,100.00
21. 6. 28 오전 7:45,21.90,100.00
21. 6. 28 오전 8:00,21.90,100.00
21. 6. 28 오전 8:15,21.90,100.00
21. 6. 28 오전 8:30,22.00,100.00
21. 6. 28 오전 8:45,22.10,100.00
21. 6. 28 오전 9:00,22.10,100.00
21. 6. 28 오전 9:15,22.20,98.60
21. 6. 28 오전 9:30,22.50,91.40
21. 6. 28 오전 9:45,22.80,86.60
21. 6. 28 오전 10:00,22.80,86.60
21. 6. 28 오전 10:15,23.50,76.20
21. 6. 28 오전 10:30,23.50,76.20
21. 6. 28 오전 10:45,23.10,78.70
21. 6. 28 오전 11:00,23.10,78.70
21. 6. 28 오전 11:15,23.30,76.70
21. 6. 28 오전 11:30,24.20,71.50
21. 6. 28 오전 11:45,24.40,65.80
21. 6. 28 오후 12:00,24.40,65.80
21. 6. 28 오후 12:15,24.60,65.10
21. 6. 28 오후 12:30,24.80,63.60
21. 6. 28 오후 12:45,26.20,59.10
21. 6. 28 오후 1:00,26.20,59.10
21. 6. 28 오후 1:15,27.50,55.60
21. 6. 28 오후 1:30,27.60,55.70
21. 6. 28 오후 1:45,27.80,53.90
21. 6. 28 오후 2:00,28.10,50.80
21. 6. 28 오후 2:15,28.00,51.60
21. 6. 28 오후 2:30,27.90,49.40
21. 6. 28 오후 2:45,27.40,58.20
21. 6. 28 오후 3:00,26.70,64.50
21. 6. 28 오후 3:15,26.70,64.50
21. 6. 28 오후 3:30,26.60,60.40
21. 6. 28 오후 3:45,26.80,56.80
21. 6. 28 오후 4:00,26.80,56.80
21. 6. 28 오후 4:15,27.00,55.20
21. 6. 28 오후 4:30,27.10,60.60
21. 6. 28 오후 4:45,26.80,60.70
21. 6. 28 오후 5:00,26.80,60.70
21. 6. 28 오후 5:15,26.60,59.60
21. 6. 28 오후 5:30,25.80,68.20
21. 6. 28 오후 5:45,24.80,69.50
21. 6. 28 오후 6:00,25.10,69.50
21. 6. 28 오후 6:15,25.20,68.60
21. 6. 28 오후 6:30,25.50,67.70
21. 6. 28 오후 6:45,24.70,76.30
21. 6. 28 오후 7:00,25.00,73.40
21. 6. 28 오후 7:15,25.40,68.90
21. 6. 28 오후 7:30,25.40,70.60
21. 6. 28 오후 7:45,25.10,80.10
21. 6. 28 오후 8:00,25.10,80.10
21. 6. 28 오후 8:15,24.80,82.50
21. 6. 28 오후 8:30,24.70,82.80
21. 6. 28 오후 8:45,24.00,87.10
21. 6. 28 오후 9:00,24.00,87.10
21. 6. 28 오후 9:15,24.10,89.80
21. 6. 28 오후 9:30,24.20,84.60
21. 6. 28 오후 9:45,24.40,78.80
21. 6. 28 오후 10:00,24.40,78.80
21. 6. 28 오후 10:15,24.20,84.70
21. 6. 28 오후 10:30,24.20,85.90
21. 6. 28 오후 10:45,24.10,90.70
21. 6. 28 오후 11:00,24.10,90.70
21. 6. 28 오후 11:15,23.60,100.00
21. 6. 28 오후 11:30,23.50,100.00
21. 6. 28 오후 11:45,23.40,100.00
21. 6. 29 오전 12:00,23.40,100.00
21. 6. 29 오전 12:15,,100.00
21. 6. 29 오전 12:30,23.60,100.00
21. 6. 29 오전 12:45,23.50,100.00
21. 6. 29 오전 1:00,23.50,100.00
21. 6. 29 오전 1:15,23.50,100.00
21. 6. 29 오전 1:30,23.40,100.00
21. 6. 29 오전 1:45,23.10,100.00
21. 6. 29 오전 2:00,23.10,100.00
21. 6. 29 오전 2:15,23.10,100.00
21. 6. 29 오전 2:30,22.70,100.00
21. 6. 29 오전 2:45,22.60,100.00
21. 6. 29 오전 3:00,22.50,100.00
21. 6. 29 오전 3:15,22.50,100.00
21. 6. 29 오전 3:30,22.50,100.00
21. 6. 29 오전 3:45,22.50,100.00
21. 6. 29 오전 4:00,22.20,100.00
21. 6. 29 오전 4:15,22.20,100.00
21. 6. 29 오전 4:30,22.20,100.00
21. 6. 29 오전 4:45,22.00,100.00
21. 6. 29 오전 5:00,21.90,100.00
21. 6. 29 오전 5:15,21.70,100.00
21. 6. 29 오전 5:30,21.70,100.00
21. 6. 29 오전 5:45,21.60,100.00
21. 6. 29 오전 6:00,21.50,100.00
21. 6. 29 오전 6:15,21.70,100.00
21. 6. 29 오전 6:30,21.70,100.00
21. 6. 29 오전 6:45,21.70,100.00
21. 6. 29 오전 7:00,21.90,100.00
21. 6. 29 오전 7:15,22.00,100.00
21. 6. 29 오전 7:30,22.10,100.00
21. 6. 29 오전 7:45,22.30,100.00
21. 6. 29 오전 8:00,22.80,100.00
21. 6. 29 오전 8:15,23.00,100.00
21. 6. 29 오전 8:30,22.90,100.00
21. 6. 29 오전 8:45,22.90,100.00
21. 6. 29 오전 9:00,23.00,100.00
21. 6. 29 오전 9:15,23.00,100.00
21. 6. 29 오전 9:30,23.50,100.00
21. 6. 29 오전 9:45,23.90,100.00
21. 6. 29 오전 10:00,24.90,99.90
21. 6. 29 오전 10:15,25.70,77.50
21. 6. 29 오전 10:30,,74.90
21. 6. 29 오전 10:45,25.70,74.90
21. 6. 29 오전 11:00,25.00,84.50
21. 6. 29 오전 11:15,25.30,81.50
21. 6. 29 오전 11:30,24.90,81.30
21. 6. 29 오전 11:45,25.00,82.10
21. 6. 29 오후 12:00,24.90,79.10
21. 6. 29 오후 12:15,24.80,84.50
21. 6. 29 오후 12:30,25.30,78.40
21. 6. 29 오후 12:45,25.30,76.40
21. 6. 29 오후 1:00,,76.40
21. 6. 29 오후 1:15,,76.40
21. 6. 29 오후 1:30,25.60,76.40
21. 6. 29 오후 1:45,25.70,75.90
21. 6. 29 오후 2:00,,100.00
21. 6. 29 오후 2:15,24.30,100.00
21. 6. 29 오후 2:30,24.30,100.00
21. 6. 29 오후 2:45,25.20,84.00
21. 6. 29 오후 3:00,24.40,100.00
21. 6. 29 오후 3:15,24.60,100.00
21. 6. 29 오후 3:30,24.60,100.00
21. 6. 29 오후 3:45,24.20,100.00
21. 6. 29 오후 4:00,24.10,100.00
21. 6. 29 오후 4:15,23.40,100.00
21. 6. 29 오후 4:30,23.40,100.00
21. 6. 29 오후 4:45,23.70,100.00
21. 6. 29 오후 5:00,23.70,100.00
21. 6. 29 오후 5:15,23.70,100.00
21. 6. 29 오후 5:30,23.70,100.00
21. 6. 29 오후 5:45,23.70,100.00
21. 6. 29 오후 6:00,23.60,100.00
21. 6. 29 오후 6:15,23.50,100.00
21. 6. 29 오후 6:30,23.50,100.00
21. 6. 29 오후 6:45,22.80,100.00
21. 6. 29 오후 7:00,22.60,100.00
21. 6. 29 오후 7:15,22.20,100.00
21. 6. 29 오후 7:30,22.20,100.00
21. 6. 29 오후 7:45,21.90,100.00
21. 6. 29 오후 8:00,21.70,100.00
21. 6. 29 오후 8:15,21.70,100.00
21. 6. 29 오후 8:30,21.70,100.00
21. 6. 29 오후 8:45,21.50,100.00
21. 6. 29 오후 9:00,21.60,100.00
21. 6. 29 오후 9:15,21.70,100.00
21. 6. 29 오후 9:30,21.80,100.00
21. 6. 29 오후 9:45,21.80,100.00
21. 6. 29 오후 10:00,21.80,100.00
21. 6. 29 오후 10:15,21.70,100.00
21. 6. 29 오후 10:30,21.70,100.00
21. 6. 29 오후 10:45,21.70,100.00
21. 6. 29 오후 11:00,21.60,100.00
21. 6. 29 오후 11:15,21.50,100.00
21. 6. 29 오후 11:30,21.40,100.00
21. 6. 29 오후 11:45,21.50,100.00
21. 6. 30 오전 12:00,21.50,100.00
21. 6. 30 오전 12:15,21.40,100.00
21. 6. 30 오전 12:30,21.40,100.00
21. 6. 30 오전 12:45,21.50,100.00
21. 6. 30 오전 1:00,21.40,100.00
21. 6. 30 오전 1:15,21.40,100.00
21. 6. 30 오전 1:30,21.50,100.00
21. 6. 30 오전 1:45,21.40,100.00
21. 6. 30 오전 2:00,21.40,100.00
21. 6. 30 오전 2:15,21.40,100.00
21. 6. 30 오전 2:30,21.30,100.00
21. 6. 30 오전 2:45,21.20,100.00
21. 6. 30 오전 3:00,21.20,100.00
21. 6. 30 오전 3:15,21.20,100.00
21. 6. 30 오전 3:30,21.20,100.00
21. 6. 30 오전 3:45,21.20,100.00
21. 6. 30 오전 4:00,21.40,100.00
21. 6. 30 오전 4:15,21.30,100.00
21. 6. 30 오전 4:30,21.30,100.00
21. 6. 30 오전 4:45,,100.00
21. 6. 30 오전 5:00,21.40,100.00
21. 6. 30 오전 5:15,21.20,100.00
21. 6. 30 오전 5:30,21.20,100.00
21. 6. 30 오전 5:45,21.20,100.00
21. 6. 30 오전 6:00,21.30,100.00
21. 6. 30 오전 6:15,21.30,100.00
21. 6. 30 오전 6:30,21.30,100.00
21. 6. 30 오전 6:45,21.30,100.00
21. 6. 30 오전 7:00,21.30,100.00
21. 6. 30 오전 7:15,21.50,100.00
21. 6. 30 오전 7:30,21.60,100.00
21. 6. 30 오전 7:45,21.60,100.00
21. 6. 30 오전 8:00,21.90,100.00
21. 6. 30 오전 8:15,22.20,100.00
21. 6. 30 오전 8:30,22.20,100.00
21. 6. 30 오전 8:45,22.40,100.00
21. 6. 30 오전 9:00,22.80,100.00
21. 6. 30 오전 9:15,22.80,100.00
21. 6. 30 오전 9:30,23.40,100.00
21. 6. 30 오전 9:45,23.40,100.00
21. 6. 30 오전 10:00,23.10,100.00
21. 6. 30 오전 10:15,23.20,100.00
21. 6. 30 오전 10:30,23.40,100.00
21. 6. 30 오전 10:45,23.40,100.00
21. 6. 30 오전 11:00,23.90,100.00
21. 6. 30 오전 11:15,24.10,100.00
21. 6. 30 오전 11:30,24.60,100.00
21. 6. 30 오전 11:45,24.20,100.00
21. 6. 30 오후 12:00,23.80,100.00
21. 6. 30 오후 12:15,24.30,98.60
21. 6. 30 오후 12:30,24.60,87.10
21. 6. 30 오후 12:45,23.80,99.90
21. 6. 30 오후 1:00,23.90,100.00
21. 6. 30 오후 1:15,24.10,100.00
21. 6. 30 오후 1:30,24.50,98.90
21. 6. 30 오후 1:45,24.80,92.90
21. 6. 30 오후 2:00,25.00,85.60
21. 6. 30 오후 2:15,25.30,78.80
21. 6. 30 오후 2:30,25.70,71.70
21. 6. 30 오후 2:45,25.90,70.20
21. 6. 30 오후 3:00,26.50,68.60
21. 6. 30 오후 3:15,26.30,65.30
21. 6. 30 오후 3:30,26.00,63.50
21. 6. 30 오후 3:45,25.80,73.40
21. 6. 30 오후 4:00,25.90,71.00
21. 6. 30 오후 4:15,26.00,64.00
21. 6. 30 오후 4:30,25.60,79.20
21. 6. 30 오후 4:45,25.40,77.00
21. 6. 30 오후 5:00,25.50,69.90
21. 6. 30 오후 5:15,25.40,71.10
21. 6. 30 오후 5:30,25.60,69.90
21. 6. 30 오후 5:45,25.30,71.80
21. 6. 30 오후 6:00,25.30,71.50
21. 6. 30 오후 6:15,24.90,79.20
21. 6. 30 오후 6:30,24.60,80.20
21. 6. 30 오후 6:45,24.20,98.30
21. 6. 30 오후 7:00,24.40,95.90
21. 6. 30 오후 7:15,23.60,100.00
21. 6. 30 오후 7:30,23.70,95.10
21. 6. 30 오후 7:45,23.40,100.00
21. 6. 30 오후 8:00,,100.00
21. 6. 30 오후 8:15,22.80,100.00
21. 6. 30 오후 8:30,22.50,100.00
21. 6. 30 오후 8:45,22.50,100.00
21. 6. 30 오후 9:00,22.50,100.00
21. 6. 30 오후 9:15,22.50,100.00
21. 6. 30 오후 9:30,22.60,100.00
21. 6. 30 오후 9:45,22.70,100.00
21. 6. 30 오후 10:00,22.70,100.00
21. 6. 30 오후 10:15,22.60,100.00
21. 6. 30 오후 10:30,22.60,100.00
21. 6. 30 오후 10:45,22.50,100.00
21. 6. 30 오후 11:00,22.50,100.00
21. 6. 30 오후 11:15,22.50,100.00
21. 6. 30 오후 11:30,22.40,100.00
21. 6. 30 오후 11:45,22.20,100.00
21. 7. 1 오전 12:00,22.20,100.00
